time(sec), p_des[0], p_des[1], p_des[2], p_des[3], p_des[4], p_des[5], p_meas[0], p_meas[1], p_meas[2], p_meas[3], p_meas[4], p_meas[5]
32.311, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.321, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.331, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.341, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.352, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.361, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.371, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.381, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.391, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.401, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.411, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.421, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.431, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.441, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.451, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.462, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.472, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.481, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.491, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.501, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.511, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.521, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.531, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.541, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.551, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.561, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.571, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.581, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.591, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.602, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.611, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.621, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.631, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.641, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.651, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.661, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.671, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.681, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.691, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.701, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.711, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.721, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.731, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.741, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.751, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.761, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.771, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.781, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.791, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.801, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.811, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.821, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.831, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.841, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.851, 0, 0, 300, 0, 0, 0, 0, 0, 295, 0, 0, 0
32.862, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.871, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.881, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.891, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.901, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.911, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.921, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.931, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.941, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.951, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.961, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.971, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.981, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
32.991, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.001, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.011, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.021, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.031, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.041, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.051, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.061, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.071, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.081, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.091, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.101, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.111, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.121, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.131, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.141, 0, 0, 300, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.151, 0, 0, 0, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.161, 0, 0, 0, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.171, 0, 0, 0, 0, 0, 0, 0, 0, 296, 0, 0, 0
33.181, 0, 0, 0, 0, 0, 0, 0, 0, 295, 0, 0, 0
33.191, 0, 0, 0, 0, 0, 0, 0, 0, 295, 0, 0, 0
33.201, 0, 0, 0, 0, 0, 0, 0, 0, 275, 0, 0, 0
33.211, 0, 0, 0, 0, 0, 0, 0, 0, 222, 0, 0, 0
33.221, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0
33.231, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0
33.241, 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0
33.252, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0
33.262, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0
33.271, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0
33.281, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0
33.291, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0
33.301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.721, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.751, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.782, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33.991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34.161, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0
34.171, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0
34.182, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0
34.192, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0
34.201, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0
34.211, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0
34.221, 0, 0, 0, 300, 0, 0, 0, 0, 0, 451, 0, 0
34.231, 0, 0, 0, 300, 0, 0, 0, 0, 0, 120, 0, 0
34.241, 0, 0, 0, 300, 0, 0, 0, 0, 0, 357, 0, 0
34.251, 0, 0, 0, 300, 0, 0, 0, 0, 0, 181, 0, 0
34.261, 0, 0, 0, 300, 0, 0, 0, 0, 0, 233, 0, 0
34.271, 0, 0, 0, 300, 0, 0, 0, 0, 0, 235, 0, 0
34.281, 0, 0, 0, 300, 0, 0, 0, 0, 0, 239, 0, 0
34.291, 0, 0, 0, 300, 0, 0, 0, 0, 0, 239, 0, 0
34.301, 0, 0, 0, 300, 0, 0, 0, 0, 0, 253, 0, 0
34.311, 0, 0, 0, 300, 0, 0, 0, 0, 0, 258, 0, 0
34.321, 0, 0, 0, 300, 0, 0, 0, 0, 0, 264, 0, 0
34.331, 0, 0, 0, 300, 0, 0, 0, 0, 0, 268, 0, 0
34.341, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272, 0, 0
34.351, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275, 0, 0
34.361, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277, 0, 0
34.371, 0, 0, 0, 300, 0, 0, 0, 0, 0, 279, 0, 0
34.382, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280, 0, 0
34.391, 0, 0, 0, 300, 0, 0, 0, 0, 0, 281, 0, 0
34.401, 0, 0, 0, 300, 0, 0, 0, 0, 0, 282, 0, 0
34.411, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
34.421, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
34.431, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
34.441, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285, 0, 0
34.451, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
34.461, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
34.471, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
34.481, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
34.492, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
34.501, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
34.511, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
34.521, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
34.532, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
34.541, 0, 0, 0, 300, 0, 0, 0, 0, 0, 282, 0, 0
34.551, 0, 0, 0, 300, 0, 0, 0, 0, 0, 282, 0, 0
34.561, 0, 0, 0, 300, 0, 0, 0, 0, 0, 282, 0, 0
34.571, 0, 0, 0, 300, 0, 0, 0, 0, 0, 281, 0, 0
34.581, 0, 0, 0, 300, 0, 0, 0, 0, 0, 281, 0, 0
34.591, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280, 0, 0
34.601, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280, 0, 0
34.611, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280, 0, 0
34.621, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280, 0, 0
34.631, 0, 0, 0, 300, 0, 0, 0, 0, 0, 279, 0, 0
34.641, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278, 0, 0
34.651, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278, 0, 0
34.661, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277, 0, 0
34.671, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277, 0, 0
34.681, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277, 0, 0
34.691, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276, 0, 0
34.701, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276, 0, 0
34.711, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275, 0, 0
34.722, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275, 0, 0
34.732, 0, 0, 0, 300, 0, 0, 0, 0, 0, 274, 0, 0
34.741, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273, 0, 0
34.751, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273, 0, 0
34.761, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272, 0, 0
34.771, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273, 0, 0
34.781, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273, 0, 0
34.791, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273, 0, 0
34.801, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273, 0, 0
34.811, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272, 0, 0
34.821, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273, 0, 0
34.831, 0, 0, 0, 300, 0, 0, 0, 0, 0, 274, 0, 0
34.841, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275, 0, 0
34.851, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275, 0, 0
34.861, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275, 0, 0
34.871, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276, 0, 0
34.881, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277, 0, 0
34.891, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278, 0, 0
34.901, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278, 0, 0
34.911, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278, 0, 0
34.921, 0, 0, 0, 300, 0, 0, 0, 0, 0, 279, 0, 0
34.931, 0, 0, 0, 300, 0, 0, 0, 0, 0, 279, 0, 0
34.941, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280, 0, 0
34.951, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280, 0, 0
34.961, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280, 0, 0
34.971, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280, 0, 0
34.981, 0, 0, 0, 300, 0, 0, 0, 0, 0, 281, 0, 0
34.991, 0, 0, 0, 300, 0, 0, 0, 0, 0, 281, 0, 0
35.001, 0, 0, 0, 300, 0, 0, 0, 0, 0, 282, 0, 0
35.011, 0, 0, 0, 300, 0, 0, 0, 0, 0, 282, 0, 0
35.021, 0, 0, 0, 300, 0, 0, 0, 0, 0, 282, 0, 0
35.031, 0, 0, 0, 300, 0, 0, 0, 0, 0, 282, 0, 0
35.041, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
35.051, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
35.061, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
35.071, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
35.081, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283, 0, 0
35.091, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
35.101, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
35.111, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
35.122, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
35.131, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
35.141, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284, 0, 0
35.151, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285, 0, 0
35.161, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285, 0, 0
35.171, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285, 0, 0
35.181, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285, 0, 0
35.191, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285, 0, 0
35.201, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.211, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.221, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.231, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.241, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.251, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.261, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.271, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.281, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.291, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.301, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.311, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.321, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.331, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.341, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.351, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.361, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.371, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.381, 0, 0, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0
35.391, 0, 0, 0, 300, 0, 0, 0, 0, 0, 288, 0, 0
35.401, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.411, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.421, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.431, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.441, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.451, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.461, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.471, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.481, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.491, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.501, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.511, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.521, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.531, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.541, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.551, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.561, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287, 0, 0
35.571, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.581, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.591, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.601, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.611, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.621, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.631, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.641, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.651, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.661, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.671, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.681, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.691, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.701, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.711, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.721, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.731, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.741, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286, 0, 0
35.751, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285, 0, 0
35.761, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285, 0, 0
35.771, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285, 0, 0
